Date;TIME;Pts_01;Pts_02;Pts_03;Pts_04;Pts_05;Pts_06;Pts_07;Pts_08;Pts_09;Pts_10;Pts_11;Pt_12;Pt_13
06-04-2017;04:03:00;3.63;15.36;-24.20;-80.07;-8.96;-13.43;-6.97;-21.84;-15.37;-15.82;-25.93;-12.63;-21.06
06-04-2017;12:05:00;4.48;15.58;-24.32;-79.99;-8.76;-13.73;-7.70;-22.22;-15.63;-15.73;-26.03;-12.61;-20.85
06-04-2017;20:00:00;4.54;16.45;-24.69;-80.13;-8.70;-13.74;-8.15;-22.50;-15.61;-15.87;-25.75;-12.79;-21.07
07-04-2017;03:54:00;4.70;16.03;-24.45;-80.51;-8.84;-13.49;-7.80;-21.82;-15.29;-15.64;-25.41;-11.94;-20.90
07-04-2017;11:57:00;4.57;15.78;-24.47;-81.26;-9.24;-13.59;-7.66;-21.85;-15.27;-15.58;-25.14;-11.50;-20.66
07-04-2017;19:59:00;5.17;15.79;-24.57;-81.44;-9.21;-13.68;-7.60;-21.89;-15.34;-15.55;-25.15;-11.38;-20.36
08-04-2017;04:02:00;4.80;16.20;-24.68;-81.21;-8.78;-13.83;-7.53;-22.07;-15.43;-15.66;-25.03;-11.22;-20.21
08-04-2017;12:04:00;4.83;15.82;-24.66;-81.71;-9.09;-13.57;-7.81;-22.03;-15.28;-15.86;-25.18;-11.25;-20.37
08-04-2017;19:59:00;4.76;15.80;-24.79;-82.05;-9.08;-13.63;-7.29;-21.90;-15.37;-15.52;-25.07;-11.02;-20.21
09-04-2017;03:53:00;4.94;16.08;-24.85;-82.16;-9.02;-13.62;-7.24;-21.90;-15.35;-15.61;-24.91;-10.96;-20.16
09-04-2017;11:56:00;5.39;16.19;-24.80;-82.69;-8.97;-13.56;-7.40;-21.88;-15.38;-15.83;-24.63;-10.91;-20.13
09-04-2017;19:58:00;6.20;15.96;-24.81;-82.82;-8.96;-13.58;-7.08;-21.98;-15.33;-15.66;-24.57;-10.92;-20.03
10-04-2017;04:00:00;5.91;15.95;-24.85;-82.44;-8.39;-13.76;-6.53;-22.49;-15.75;-15.51;-25.39;-11.23;-20.50
10-04-2017;12:03:00;5.87;15.86;-24.69;-83.26;-8.84;-13.72;-6.24;-22.16;-15.70;-15.64;-25.22;-11.25;-20.49
10-04-2017;20:05:00;5.78;16.16;-24.55;-83.09;-9.13;-13.60;-6.34;-22.18;-15.54;-16.10;-25.79;-10.94;-20.49
11-04-2017;04:00:00;6.27;16.26;-24.35;-83.44;-8.99;-13.46;-6.01;-22.09;-15.50;-16.02;-25.58;-10.67;-20.64
11-04-2017;11:55:00;6.91;16.23;-24.66;-83.94;-9.54;-13.46;-6.14;-21.97;-15.39;-16.09;-25.62;-10.77;-20.69
11-04-2017;19:57:00;5.83;15.78;-24.53;-84.16;-9.32;-13.79;-6.61;-22.45;-15.85;-16.27;-26.12;-10.96;-20.84
12-04-2017;03:59:00;6.71;15.76;-23.99;-84.58;-8.50;-13.94;-6.97;-23.36;-15.94;-16.60;-26.42;-11.27;-20.99
12-04-2017;12:02:00;6.57;14.84;-24.44;-82.88;-7.97;-14.27;-8.09;-23.49;-16.58;-16.31;-26.32;-11.69;-21.29
12-04-2017;20:04:00;6.80;14.99;-24.45;-83.87;-7.89;-13.82;-7.88;-23.01;-16.01;-16.78;-25.86;-11.33;-21.39
13-04-2017;03:59:00;7.58;16.09;-24.68;-84.30;-7.87;-13.54;-7.22;-22.69;-15.76;-16.17;-26.16;-11.21;-21.59
13-04-2017;11:54:00;8.21;15.98;-24.80;-85.30;-8.60;-13.15;-6.87;-22.32;-15.45;-15.88;-25.38;-10.79;-21.16
13-04-2017;19:56:00;7.30;16.44;-24.60;-84.93;-8.12;-13.31;-7.30;-22.76;-15.65;-16.45;-25.72;-11.00;-20.99
14-04-2017;03:59:00;7.31;16.27;-24.58;-84.90;-7.69;-13.14;-7.01;-22.51;-15.80;-16.63;-26.13;-11.32;-21.43
14-04-2017;12:01:00;8.01;16.10;-24.28;-85.75;-8.31;-12.84;-6.79;-22.55;-15.73;-16.15;-25.53;-11.20;-20.95
14-04-2017;20:04:00;7.07;15.96;-24.50;-86.13;-8.06;-12.70;-6.65;-22.22;-15.31;-16.05;-25.29;-10.88;-21.02
15-04-2017;03:58:00;7.49;15.81;-24.46;-86.54;-8.31;-12.70;-6.89;-22.13;-15.33;-15.88;-25.19;-10.85;-21.03
15-04-2017;11:53:00;7.46;16.05;-24.52;-85.93;-8.12;-12.68;-6.51;-22.38;-15.44;-16.02;-25.07;-10.54;-21.04
15-04-2017;19:55:00;7.65;16.13;-24.59;-86.31;-8.11;-12.53;-6.53;-22.16;-15.30;-15.80;-24.97;-9.99;-20.63
16-04-2017;03:58:00;6.49;15.54;-24.31;-85.41;-7.92;-12.79;-6.97;-22.73;-15.78;-16.26;-25.14;-10.67;-21.04
16-04-2017;12:00:00;6.08;15.63;-23.71;-86.89;-7.55;-13.11;-7.03;-23.14;-15.82;-16.29;-25.12;-10.83;-20.98
16-04-2017;20:03:00;6.92;16.13;-23.85;-86.65;-6.96;-13.19;-7.87;-23.24;-15.80;-17.05;-26.02;-10.88;-21.40
17-04-2017;04:05:00;7.47;16.73;-24.04;-88.01;-7.91;-12.72;-7.58;-22.71;-15.31;-16.39;-25.49;-10.48;-20.81
17-04-2017;12:00:00;8.19;16.72;-23.86;-88.75;-8.45;-12.74;-7.50;-23.15;-15.51;-16.05;-24.86;-9.91;-21.02
17-04-2017;19:55:00;8.24;16.54;-23.88;-89.62;-7.94;-12.72;-7.10;-22.87;-15.32;-16.28;-24.61;-10.20;-21.11
18-04-2017;03:57:00;7.60;16.43;-24.01;-89.26;-8.41;-12.69;-7.08;-22.67;-15.31;-16.26;-24.80;-10.09;-20.97
18-04-2017;11:59:00;7.55;16.45;-24.06;-89.75;-8.59;-12.69;-6.81;-23.00;-15.36;-16.50;-24.56;-10.32;-20.92
18-04-2017;20:02:00;7.54;16.87;-24.02;-89.81;-8.34;-12.71;-7.19;-22.60;-15.36;-16.54;-24.39;-10.17;-20.45
19-04-2017;04:04:00;7.59;16.93;-24.29;-90.49;-8.82;-12.74;-7.20;-22.61;-15.41;-16.31;-24.30;-10.12;-20.56
19-04-2017;11:59:00;7.51;17.13;-24.24;-90.04;-8.60;-12.78;-6.74;-22.61;-15.34;-16.42;-24.35;-9.91;-20.52
19-04-2017;19:54:00;7.58;17.60;-24.27;-89.89;-8.59;-12.79;-6.08;-22.91;-15.44;-16.30;-24.84;-10.20;-20.98
20-04-2017;03:56:00;7.44;17.58;-24.31;-89.39;-8.54;-12.78;-5.52;-22.73;-15.35;-16.18;-24.70;-10.15;-20.84
20-04-2017;11:58:00;9.04;17.84;-24.64;-89.09;-8.50;-12.95;-5.56;-22.84;-15.63;-16.13;-24.69;-10.36;-20.96
20-04-2017;20:01:00;9.56;17.59;-24.48;-89.72;-8.70;-12.79;-4.84;-22.61;-15.54;-16.17;-24.84;-9.85;-21.23
21-04-2017;04:03:00;9.48;17.52;-24.34;-90.04;-8.67;-12.86;-4.60;-22.57;-15.67;-16.06;-25.37;-9.89;-21.16
21-04-2017;11:58:00;9.73;17.32;-24.33;-89.31;-8.51;-12.97;-5.02;-22.76;-16.03;-15.83;-25.43;-10.03;-21.64
21-04-2017;19:53:00;10.04;17.84;-24.47;-89.84;-8.38;-12.76;-4.13;-22.34;-15.40;-15.98;-25.32;-9.54;-21.72
22-04-2017;03:55:00;8.70;17.17;-24.45;-89.02;-7.62;-13.20;-4.40;-22.82;-15.82;-16.72;-26.04;-10.41;-22.57
22-04-2017;11:57:00;9.78;17.50;-24.42;-90.12;-8.18;-12.75;-3.49;-22.37;-15.47;-15.93;-24.91;-9.92;-21.70
22-04-2017;20:00:00;9.88;17.65;-24.47;-90.55;-7.86;-12.57;-3.64;-22.69;-15.41;-15.81;-25.09;-9.82;-21.69
23-04-2017;04:02:00;10.49;17.89;-24.84;-89.93;-7.76;-12.57;-3.45;-22.80;-15.45;-15.71;-25.68;-10.04;-21.82
23-04-2017;12:05:00;11.41;17.73;-24.53;-90.65;-8.01;-12.70;-3.79;-22.93;-15.35;-15.94;-25.06;-9.76;-21.15
23-04-2017;19:59:00;11.68;18.01;-24.05;-89.14;-7.25;-12.92;-4.54;-23.57;-15.84;-16.27;-25.43;-10.32;-21.43
24-04-2017;03:54:00;12.44;17.75;-24.03;-88.67;-7.12;-12.95;-4.98;-23.67;-15.83;-16.16;-25.63;-10.97;-21.84
24-04-2017;11:57:00;10.97;17.47;-24.08;-89.19;-8.09;-12.68;-3.92;-23.05;-15.67;-15.36;-25.70;-10.57;-21.69
24-04-2017;19:59:00;10.63;18.12;-24.07;-89.61;-7.92;-12.51;-4.35;-22.69;-15.44;-15.50;-25.28;-10.72;-21.77
25-04-2017;04:01:00;10.16;18.27;-24.07;-89.05;-7.22;-12.63;-4.72;-23.20;-15.38;-15.85;-25.43;-11.08;-22.12
25-04-2017;12:04:00;9.54;17.26;-24.34;-89.41;-7.51;-12.40;-3.98;-23.11;-15.39;-16.28;-25.24;-10.68;-21.40
25-04-2017;19:59:00;8.06;17.24;-24.57;-89.29;-6.46;-12.43;-3.25;-22.84;-15.37;-16.04;-24.96;-11.01;-21.28
26-04-2017;03:53:00;7.87;17.14;-24.38;-89.44;-6.44;-12.40;-3.25;-22.78;-15.36;-15.97;-25.10;-11.12;-21.49
26-04-2017;11:56:00;8.30;16.80;-24.62;-90.24;-7.36;-12.36;-2.71;-22.82;-15.25;-15.95;-24.83;-10.82;-21.22
26-04-2017;19:58:00;8.52;16.61;-24.74;-89.70;-7.21;-12.38;-2.60;-22.72;-15.32;-15.75;-24.62;-10.37;-20.82
27-04-2017;04:01:00;7.84;16.16;-24.75;-89.29;-6.66;-12.57;-3.28;-23.02;-15.65;-16.15;-25.48;-11.67;-20.89
27-04-2017;12:03:00;8.90;16.13;-24.93;-89.85;-6.95;-12.39;-2.37;-22.79;-15.48;-16.19;-25.29;-11.85;-21.08
27-04-2017;19:58:00;9.59;16.15;-24.79;-90.15;-7.10;-12.32;-2.67;-22.52;-15.39;-15.74;-24.99;-11.18;-20.99
28-04-2017;03:52:00;8.88;15.99;-25.09;-90.09;-7.23;-12.28;-2.68;-22.23;-15.28;-15.95;-25.39;-11.32;-21.30
28-04-2017;11:55:00;8.71;16.63;-25.14;-91.00;-6.92;-12.26;-2.42;-22.33;-15.25;-16.06;-25.11;-11.53;-21.39
28-04-2017;19:57:00;8.70;16.38;-25.12;-90.75;-6.83;-12.27;-2.41;-22.36;-15.20;-15.84;-24.94;-11.48;-21.64
29-04-2017;04:00:00;9.23;16.26;-25.03;-90.27;-7.11;-12.30;-2.54;-22.26;-15.22;-16.12;-24.97;-11.17;-21.74
29-04-2017;12:02:00;9.71;16.45;-25.11;-91.08;-7.01;-12.36;-2.34;-22.39;-15.25;-16.21;-25.10;-11.49;-21.65
29-04-2017;20:04:00;9.37;16.48;-25.01;-90.11;-6.90;-12.43;-2.50;-22.59;-15.24;-16.40;-25.05;-11.46;-21.50
30-04-2017;03:59:00;8.64;16.12;-24.98;-89.60;-6.67;-12.64;-2.98;-22.70;-15.36;-16.56;-24.92;-11.14;-22.15
30-04-2017;11:54:00;9.01;16.48;-25.03;-90.09;-6.86;-12.35;-2.69;-22.83;-15.29;-16.36;-24.79;-11.49;-21.69
30-04-2017;19:56:00;8.71;16.45;-24.86;-89.48;-6.64;-12.44;-2.79;-22.88;-15.24;-16.64;-25.09;-11.40;-21.23
01-05-2017;03:59:00;8.33;16.18;-24.84;-88.98;-6.62;-12.48;-3.10;-23.06;-15.34;-16.77;-25.32;-11.55;-21.37
01-05-2017;12:01:00;8.62;16.16;-24.87;-89.60;-6.92;-12.56;-2.95;-23.14;-15.54;-16.80;-25.10;-11.52;-20.68
01-05-2017;20:03:00;8.86;16.07;-24.75;-88.84;-6.23;-12.54;-2.79;-22.84;-15.38;-16.73;-25.13;-10.89;-20.26
02-05-2017;03:58:00;8.16;15.69;-24.57;-89.05;-6.02;-12.72;-2.80;-23.06;-15.51;-16.80;-25.28;-10.98;-20.31
02-05-2017;11:53:00;8.42;15.49;-24.36;-89.21;-6.43;-12.89;-3.07;-23.29;-16.12;-17.34;-25.27;-11.08;-20.42
02-05-2017;19:55:00;8.35;15.82;-24.62;-89.47;-5.81;-12.71;-3.27;-22.94;-15.68;-17.30;-25.36;-11.17;-20.13
03-05-2017;03:57:00;7.90;15.84;-24.55;-89.04;-5.42;-12.96;-3.28;-23.39;-15.87;-17.52;-25.51;-11.44;-20.47
03-05-2017;12:00:00;8.69;16.29;-24.26;-89.36;-5.55;-13.15;-3.42;-22.99;-16.29;-17.42;-25.34;-11.51;-20.15
03-05-2017;20:02:00;8.71;16.40;-24.62;-89.54;-5.57;-12.73;-2.75;-22.52;-15.76;-17.51;-25.30;-11.52;-20.48
04-05-2017;04:04:00;8.10;16.18;-24.47;-88.86;-4.95;-12.87;-3.57;-22.87;-15.69;-17.59;-25.11;-11.48;-20.71
04-05-2017;11:59:00;8.45;16.28;-24.45;-89.95;-5.56;-12.94;-3.39;-22.86;-16.14;-17.99;-25.13;-11.55;-20.85
04-05-2017;19:54:00;7.81;16.21;-24.84;-89.75;-5.21;-12.92;-3.07;-22.64;-15.77;-17.46;-25.45;-11.48;-20.71
05-05-2017;03:56:00;8.28;16.16;-24.82;-89.50;-5.04;-13.19;-3.35;-23.10;-16.03;-17.56;-25.75;-12.03;-21.23
05-05-2017;11:58:00;7.51;16.83;-25.01;-90.48;-5.77;-12.93;-2.76;-22.82;-16.05;-17.06;-25.18;-11.63;-20.91
05-05-2017;20:01:00;6.59;16.66;-25.24;-90.48;-5.44;-12.82;-2.54;-22.59;-15.80;-17.43;-24.86;-11.40;-20.67
06-05-2017;04:03:00;6.10;16.51;-25.16;-90.00;-5.49;-13.18;-2.87;-23.02;-15.98;-17.59;-25.10;-11.63;-20.90
06-05-2017;12:06:00;7.26;16.80;-25.16;-90.85;-5.72;-13.10;-2.44;-22.81;-16.03;-17.24;-24.58;-11.57;-20.92
06-05-2017;20:00:00;7.27;16.68;-25.19;-90.99;-5.31;-12.93;-2.57;-22.57;-15.87;-17.47;-24.55;-11.31;-20.81
07-05-2017;03:54:00;7.77;16.72;-25.29;-90.86;-4.82;-13.16;-2.70;-22.64;-15.93;-17.18;-24.66;-11.86;-21.04
07-05-2017;11:57:00;8.08;16.72;-25.25;-91.66;-5.45;-13.02;-2.35;-22.57;-15.96;-17.24;-24.36;-11.81;-21.03
07-05-2017;19:59:00;8.83;16.69;-25.25;-91.59;-5.48;-12.81;-2.16;-22.52;-15.98;-16.99;-24.38;-11.62;-21.13
08-05-2017;04:02:00;8.87;16.58;-25.20;-91.35;-5.40;-12.84;-2.18;-22.47;-15.90;-17.19;-24.56;-11.64;-21.54
08-05-2017;12:04:00;7.90;16.67;-25.53;-91.47;-5.24;-12.75;-2.40;-22.45;-15.80;-17.39;-24.34;-11.89;-21.47
08-05-2017;19:59:00;7.28;16.65;-25.61;-91.42;-5.30;-12.68;-2.50;-22.39;-15.86;-17.23;-24.17;-11.61;-21.44
09-05-2017;03:53:00;6.67;16.36;-25.35;-91.05;-5.06;-12.97;-2.90;-22.36;-15.81;-17.48;-24.46;-11.67;-21.92
09-05-2017;11:56:00;6.66;16.11;-25.50;-91.27;-5.06;-12.89;-2.84;-22.39;-15.86;-17.61;-24.46;-12.15;-21.99
09-05-2017;19:58:00;5.06;16.28;-24.94;-91.30;-4.75;-13.22;-2.64;-22.66;-15.99;-17.95;-24.97;-12.65;-22.52
10-05-2017;04:00:00;5.34;15.88;-24.92;-90.93;-4.26;-13.36;-3.11;-22.97;-16.30;-18.44;-24.98;-12.57;-22.37
10-05-2017;12:03:00;6.67;16.00;-25.00;-91.14;-5.02;-13.24;-2.95;-22.87;-16.43;-18.02;-24.34;-12.22;-22.17
10-05-2017;20:05:00;6.36;16.52;-25.33;-92.26;-4.81;-12.92;-2.68;-22.43;-15.91;-17.79;-24.57;-12.36;-22.07
11-05-2017;04:00:00;6.15;16.07;-25.02;-91.65;-4.26;-13.45;-3.57;-23.03;-16.37;-17.80;-24.78;-12.69;-22.51
11-05-2017;11:55:00;6.42;16.45;-25.49;-92.46;-4.91;-13.08;-2.63;-22.65;-15.97;-17.29;-24.59;-12.39;-21.90
11-05-2017;19:57:00;5.96;16.89;-25.51;-91.97;-4.69;-12.81;-2.79;-22.55;-15.72;-17.64;-24.57;-12.19;-21.92
12-05-2017;03:59:00;6.50;16.74;-25.54;-92.04;-4.48;-12.81;-2.88;-22.54;-15.70;-17.57;-24.50;-12.23;-21.81
12-05-2017;12:02:00;6.43;16.50;-25.28;-91.75;-4.37;-13.17;-2.88;-22.88;-16.19;-17.79;-24.45;-12.37;-21.76
12-05-2017;20:04:00;6.84;16.96;-25.65;-91.80;-4.54;-12.88;-2.51;-22.42;-15.84;-17.77;-24.78;-12.24;-21.94
13-05-2017;03:59:00;6.78;17.02;-25.52;-91.58;-4.88;-12.84;-3.06;-22.36;-15.78;-17.72;-24.95;-12.06;-21.92
13-05-2017;11:53:00;7.38;16.94;-25.74;-92.15;-4.83;-12.83;-2.89;-22.44;-15.81;-17.51;-24.67;-12.22;-21.93
13-05-2017;19:56:00;7.63;17.14;-25.70;-92.37;-4.78;-12.76;-2.88;-22.38;-15.72;-17.57;-24.89;-12.72;-22.02
14-05-2017;03:58:00;7.05;16.80;-25.40;-91.72;-4.71;-13.00;-3.48;-22.78;-16.17;-17.38;-25.17;-12.61;-22.17
14-05-2017;12:00:00;7.12;16.51;-25.11;-92.46;-4.65;-13.51;-3.42;-23.40;-16.87;-16.59;-25.43;-12.94;-22.55
14-05-2017;20:03:00;6.63;17.05;-25.61;-92.12;-3.84;-13.28;-3.11;-22.85;-16.12;-17.96;-25.51;-13.09;-22.78
15-05-2017;04:05:00;5.75;16.55;-25.57;-91.02;-3.48;-13.79;-4.14;-23.58;-16.99;-18.02;-26.13;-13.22;-23.02
15-05-2017;12:00:00;6.95;16.47;-25.52;-92.69;-4.63;-13.76;-3.53;-23.64;-17.05;-17.52;-25.75;-12.53;-22.50
15-05-2017;19:54:00;7.66;16.79;-25.93;-94.12;-4.77;-13.10;-2.93;-22.58;-16.09;-17.87;-24.56;-11.81;-21.68
16-05-2017;03:57:00;7.58;16.58;-26.07;-93.36;-4.97;-13.10;-3.25;-22.60;-16.04;-17.64;-24.52;-12.02;-21.67
16-05-2017;11:59:00;7.49;16.50;-25.78;-93.73;-4.89;-13.45;-3.63;-22.67;-16.45;-17.59;-24.37;-11.92;-22.02
16-05-2017;20:01:00;6.18;16.24;-25.58;-92.73;-3.21;-13.50;-4.41;-23.18;-16.32;-18.25;-24.04;-12.11;-21.81
17-05-2017;04:04:00;6.11;16.07;-25.70;-92.76;-3.52;-13.35;-4.18;-22.84;-16.10;-18.02;-24.19;-12.20;-22.07
17-05-2017;11:58:00;6.41;15.58;-24.87;-90.85;-4.04;-14.42;-5.22;-24.59;-17.68;-17.33;-25.30;-12.60;-22.74
17-05-2017;19:53:00;7.61;16.47;-25.95;-93.21;-4.44;-13.16;-4.22;-22.72;-15.92;-17.90;-24.22;-11.83;-21.99
18-05-2017;03:55:00;6.63;16.72;-25.72;-93.83;-3.41;-13.38;-4.40;-23.03;-16.05;-18.01;-23.97;-12.24;-22.36
18-05-2017;11:58:00;6.46;16.77;-25.62;-95.01;-3.66;-13.14;-3.81;-22.87;-15.98;-17.36;-23.95;-12.05;-22.45
18-05-2017;20:00:00;5.86;16.81;-25.94;-94.40;-3.83;-13.25;-4.14;-22.98;-16.04;-17.99;-24.14;-12.18;-22.46
19-05-2017;04:02:00;5.88;16.60;-26.02;-93.90;-3.49;-13.55;-4.05;-23.41;-16.32;-18.00;-24.20;-12.04;-22.17
19-05-2017;12:05:00;8.13;16.49;-26.18;-94.94;-4.84;-12.87;-3.49;-22.70;-16.48;-16.97;-24.08;-11.41;-21.94
19-05-2017;19:59:00;8.17;16.37;-26.25;-95.06;-3.95;-13.42;-3.27;-22.93;-16.12;-17.81;-24.12;-10.72;-22.00
20-05-2017;03:54:00;7.73;16.60;-26.50;-95.61;-3.98;-13.30;-3.52;-22.77;-15.95;-17.51;-24.18;-10.99;-21.80
20-05-2017;11:56:00;7.92;16.43;-26.51;-96.02;-4.51;-13.32;-3.27;-22.97;-16.09;-17.49;-24.03;-10.89;-21.77
20-05-2017;19:58:00;7.51;16.66;-26.79;-96.61;-4.15;-13.20;-2.84;-22.93;-15.96;-17.68;-24.10;-11.04;-21.76
21-05-2017;04:01:00;5.02;16.52;-26.24;-95.09;-2.75;-14.34;-4.16;-24.28;-16.98;-18.23;-24.95;-12.10;-23.21
21-05-2017;12:03:00;6.83;16.60;-26.66;-96.64;-4.06;-13.85;-3.60;-23.80;-16.72;-17.25;-24.65;-11.47;-22.60
21-05-2017;20:06:00;7.21;16.75;-26.94;-97.99;-3.85;-13.24;-2.94;-23.03;-16.01;-17.40;-23.94;-10.85;-22.09
22-05-2017;04:00:00;7.30;16.77;-26.89;-98.12;-3.90;-13.38;-2.90;-23.19;-16.04;-17.45;-24.08;-11.21;-22.07
22-05-2017;11:55:00;6.99;16.35;-26.65;-97.73;-4.09;-13.66;-2.85;-23.48;-16.48;-17.65;-24.18;-11.24;-21.76
22-05-2017;19:57:00;6.29;16.20;-26.57;-97.18;-3.48;-13.97;-3.50;-23.95;-16.59;-17.71;-24.35;-11.55;-22.08
23-05-2017;03:59:00;6.82;16.36;-26.82;-98.01;-4.07;-13.81;-2.85;-23.49;-16.14;-17.64;-24.17;-11.36;-22.05
23-05-2017;12:02:00;6.70;15.95;-26.57;-97.52;-4.56;-14.23;-3.44;-24.27;-17.13;-17.38;-24.59;-11.57;-21.85
23-05-2017;20:04:00;7.12;16.45;-27.09;-98.90;-4.24;-13.53;-3.10;-23.56;-16.28;-17.64;-24.29;-11.57;-21.71
24-05-2017;03:59:00;7.01;16.47;-27.09;-98.89;-4.34;-13.58;-3.22;-23.55;-16.29;-17.65;-24.34;-11.60;-21.82
24-05-2017;11:53:00;7.36;16.44;-27.27;-99.19;-4.18;-13.47;-3.18;-23.57;-16.26;-17.67;-24.47;-11.63;-21.89
24-05-2017;19:56:00;6.97;16.48;-27.49;-98.70;-3.84;-13.49;-3.10;-23.63;-16.24;-17.48;-24.81;-11.83;-22.19
25-05-2017;03:58:00;7.08;16.61;-27.44;-98.68;-4.23;-13.56;-2.53;-23.59;-16.30;-17.32;-24.84;-11.78;-22.24
25-05-2017;12:00:00;7.08;16.72;-27.28;-99.02;-4.77;-13.38;-2.19;-23.33;-16.25;-17.28;-24.68;-11.46;-22.36
25-05-2017;20:03:00;5.96;16.73;-27.27;-98.68;-4.14;-13.68;-2.35;-23.60;-16.48;-17.69;-25.16;-11.91;-22.58
26-05-2017;04:05:00;4.70;16.54;-27.06;-97.61;-3.58;-14.14;-3.11;-24.06;-16.93;-17.98;-25.92;-12.64;-23.38
26-05-2017;11:56:00;6.68;16.17;-27.02;-99.07;-4.72;-14.22;-2.83;-24.26;-17.24;-17.30;-25.44;-12.12;-22.62
26-05-2017;19:54:00;7.00;16.44;-27.41;-99.27;-4.11;-13.84;-2.16;-23.84;-16.70;-17.60;-25.17;-12.30;-22.51
27-05-2017;03:57:00;6.56;16.45;-27.36;-98.98;-3.77;-13.87;-1.90;-23.86;-16.67;-17.80;-25.20;-12.13;-22.53
27-05-2017;11:59:00;6.30;16.58;-27.71;-98.98;-4.31;-14.28;-2.09;-24.49;-17.06;-17.17;-25.32;-12.52;-22.50
27-05-2017;20:01:00;7.69;16.61;-28.12;-100.20;-4.66;-13.53;-1.40;-23.49;-16.37;-17.49;-24.18;-11.41;-21.67
28-05-2017;04:04:00;6.73;16.37;-28.00;-99.42;-4.20;-13.92;-1.66;-24.04;-16.78;-17.69;-25.03;-11.87;-22.18
28-05-2017;11:58:00;6.95;16.01;-27.79;-99.96;-4.57;-14.01;-1.12;-24.49;-17.13;-16.79;-24.81;-11.72;-22.19
28-05-2017;19:53:00;6.82;16.23;-28.39;-99.92;-3.95;-13.79;-0.32;-24.17;-16.81;-17.62;-25.16;-12.16;-22.27
29-05-2017;03:55:00;7.09;16.31;-28.38;-100.06;-4.11;-13.68;-0.04;-23.98;-16.57;-17.35;-24.96;-11.92;-22.12
29-05-2017;11:57:00;6.14;15.76;-27.93;-99.85;-4.07;-13.87;-0.34;-24.46;-17.07;-17.26;-24.79;-11.91;-21.94
29-05-2017;19:59:00;6.71;16.34;-28.53;-99.93;-3.84;-13.66;-0.27;-23.83;-16.46;-17.59;-24.62;-11.99;-21.93
30-05-2017;04:02:00;6.45;16.42;-28.30;-100.01;-3.67;-13.78;-0.28;-23.92;-16.72;-17.57;-24.97;-11.81;-21.97
30-05-2017;12:04:00;7.00;16.34;-28.06;-102.65;-5.17;-14.59;-1.23;-24.70;-17.00;-16.95;-25.22;-12.24;-23.22
30-05-2017;19:59:00;6.79;16.40;-28.53;-100.05;-3.61;-14.07;-0.93;-24.50;-16.72;-17.91;-25.36;-11.71;-22.74
31-05-2017;03:53:00;5.28;16.57;-28.31;-100.39;-4.28;-13.95;-0.74;-24.29;-16.54;-17.56;-25.33;-11.73;-22.59
31-05-2017;11:56:00;8.07;16.54;-28.87;-101.46;-5.18;-13.52;0.24;-23.61;-16.29;-16.98;-24.62;-11.57;-22.28
31-05-2017;19:58:00;7.76;16.49;-28.62;-101.25;-4.82;-13.43;0.28;-23.46;-16.49;-17.24;-24.64;-11.81;-22.79
01-06-2017;04:01:00;8.49;16.51;-28.79;-102.03;-5.09;-13.25;0.50;-23.17;-16.19;-16.91;-24.66;-11.40;-22.65
01-06-2017;12:03:00;9.26;16.45;-29.16;-101.70;-5.41;-13.23;0.21;-23.20;-16.38;-17.05;-24.68;-11.36;-22.51
01-06-2017;20:05:00;8.67;16.48;-29.76;-101.87;-4.97;-13.39;0.16;-23.48;-16.34;-17.26;-25.13;-11.52;-22.59
02-06-2017;04:00:00;7.70;16.26;-29.38;-101.50;-4.72;-13.60;-0.20;-23.76;-16.69;-17.28;-25.09;-11.33;-22.64
02-06-2017;11:54:00;9.14;16.38;-29.57;-101.93;-5.57;-13.41;-0.10;-23.60;-16.68;-16.64;-25.09;-11.59;-22.97
02-06-2017;19:57:00;7.36;16.56;-29.68;-100.82;-4.38;-13.80;-0.77;-23.87;-16.74;-17.57;-25.87;-12.11;-24.12
03-06-2017;03:58:00;7.28;16.50;-29.76;-100.47;-4.12;-14.15;-1.47;-24.33;-16.99;-17.50;-26.27;-12.35;-24.48
03-06-2017;12:02:00;8.98;15.91;-29.38;-100.11;-4.84;-13.55;-0.54;-24.26;-17.30;-16.39;-25.51;-11.85;-23.33
03-06-2017;20:04:00;8.19;16.20;-30.10;-102.22;-4.13;-13.66;-0.17;-23.79;-16.57;-17.47;-24.83;-11.22;-23.09
04-06-2017;03:58:00;7.43;16.45;-30.04;-101.46;-4.37;-14.13;-1.32;-24.27;-16.85;-17.60;-26.00;-12.25;-24.20
04-06-2017;11:53:00;7.45;16.27;-30.00;-100.49;-4.93;-14.06;-1.33;-24.34;-17.17;-16.67;-26.39;-12.17;-24.35
04-06-2017;19:55:00;7.47;16.60;-30.60;-100.83;-3.94;-14.01;-0.90;-24.37;-16.78;-17.55;-25.72;-12.08;-23.98
05-06-2017;03:58:00;8.28;16.72;-30.91;-101.53;-4.76;-13.57;-0.58;-23.68;-16.40;-17.24;-25.54;-11.78;-23.90
05-06-2017;12:00:00;9.45;16.42;-30.94;-102.64;-5.26;-13.60;-0.08;-23.65;-16.44;-16.86;-25.55;-11.63;-23.92
05-06-2017;20:02:00;8.41;16.18;-30.63;-101.60;-4.37;-13.85;-0.79;-24.00;-16.71;-17.77;-25.94;-11.79;-23.85
